GeneSymbol,Daily1,Daily2,Daily3,Daily4,Daily5,Weekly1,Weekly2,Weekly3,Weekly4,Weekly5,Vehicle1,Vehicle2,Vehicle3,Vehicle4,Vehicle5
Zbtb41,34.06857755,31.92489743,25.09277745,41.64702036,29.65188548,43.78335728,43.24793043,41.47320474,19.41909573,50.43421798,34.57088163,30.20135171,35.3749973,33.62557721,34.13559517
Slc16a2,6.78601748,9.645394541,4.956598014,6.906289809,9.976335301,8.543094103,7.60005472,13.28753161,8.27109633,13.54371583,8.88617732,9.130641214,10.07443289,7.963952496,10.62498658
2310014L17Rik,0.830940916,1.766058155,0.77446844,1.674252075,1.247041913,1.201372608,0.995245261,1.409283656,0.719225768,0.515951079,1.825926847,0.351178508,0.801375343,0.774273159,1.243349493
Rfc3,1.661881832,1.358506273,0.619574752,1.674252075,1.801282763,1.601830144,1.990490522,2.717904194,2.517290187,2.063804316,1.825926847,1.990011547,1.717232878,1.990988124,3.051857847
Zfp944,5.124135648,3.124564429,2.788086383,4.185630187,3.3254451,3.604117825,3.528596834,3.724535377,3.236515955,4.385584172,3.530125237,4.916499115,4.350323292,3.760755345,3.277921391
Coil,0.553960611,1.086805019,0.619574752,0.627844528,1.524162338,1.201372608,0.542861051,1.308620538,0,2.708743165,1.70419839,1.053535525,0.686893151,1.216714965,1.130317721
Tesk2,4.016214427,2.309460665,2.633192695,1.883533584,4.711047226,2.269259371,2.080967364,1.811936129,3.596128839,2.579755395,2.069383759,2.926487569,2.518608222,2.322819478,1.469413037
Dnah17,6.509037175,6.65668074,3.407661135,5.441319244,4.711047226,4.138061206,3.619073676,4.630503441,14.02490247,4.385584172,1.947655303,2.692368563,3.091019181,2.654650832,2.260635442
Ttc37,35.31498893,38.85327942,23.23405319,37.25210867,33.39301122,30.16780105,38.0002736,39.0572899,33.80361109,38.05139208,35.17952391,33.01077978,30.91019181,31.41336818,29.72735606
Pqlc1,24.09728656,28.93618362,14.0953256,22.81168452,22.03107379,36.84209332,23.5239789,42.98315151,52.14386817,35.8586,16.31161316,14.63243784,16.82888221,14.71119003,16.72870227
Scaper,23.82030626,25.94746982,15.02468773,20.92815094,23.41667592,14.68344299,24.51922416,21.4412442,15.10374112,23.60476187,21.30247988,21.65600801,18.77507947,19.13560808,22.83241796
Pds5b,42.51647687,46.05336267,32.83746184,46.46049508,39.48966057,41.91455544,54.10515146,52.8481371,48.90735221,55.464741,46.50027036,56.18856132,47.16666306,44.46540144,48.603662
Cpsf1,34.62253816,35.72871499,20.29107312,36.41498263,33.67013164,35.50723487,30.49069572,36.03739635,55.02077124,38.8253187,27.63235961,28.56251867,27.70469044,28.31627554,29.72735606
Fancd2,0.969431069,0.815103764,0.154893688,1.255689056,1.524162338,0.533943381,0.45238421,0.100663118,2.157677304,0.644938849,0.608642282,0.585297514,1.373786303,0.774273159,1.469413037
Cct2,61.48962778,74.98954629,50.80512965,86.01470035,70.25002775,75.55298847,86.49586087,88.08022851,122.2683805,90.16245107,69.75040554,68.0115711,70.29206582,70.90129931,70.0796987
Rpap1,21.0505032,21.871951,15.33447511,22.60240301,22.44675443,25.62928231,19.90490522,24.86379022,20.85754727,18.96120216,21.66766525,24.81661458,22.5529918,24.11307839,22.49332265
Ccdc17,1.107921221,2.03775941,1.858724255,2.092815094,1.385602125,2.803202753,1.085722103,1.610609893,0.719225768,1.160889928,2.069383759,1.755892541,1.259304111,1.769767221,1.130317721
Fgd5,27.00557977,29.47958613,17.50298674,21.34671396,30.62180697,27.89854168,25.87637679,32.21219785,28.40941783,33.02086906,30.55384257,26.33838812,24.72815345,26.98895013,27.01459353
Wbscr17,30.05236313,31.10979366,20.91064787,30.76438188,29.09764463,24.29442386,21.35253469,22.24654914,35.60167551,23.99172518,13.26840175,12.29124779,14.31027399,15.70668409,11.19014544
Lyl1,4.15470458,6.520830113,4.337023262,5.441319244,7.343691263,3.337146134,3.80002736,3.321882904,12.58645094,4.901535251,7.18197893,5.384737126,7.097895897,5.309301664,5.990683921
Gpbp1l1,39.88516397,37.90232503,24.31830901,33.90360452,37.6883778,44.85124404,35.8288294,40.46657355,58.97651296,46.69357266,41.38767519,41.08788547,43.7321973,39.70915203,36.62229416
Phka1,618.0815513,600.4597729,376.8563428,613.6133855,509.4859014,437.0326577,719.2908932,500.8996766,448.4372663,424.7567258,564.4548525,561.1832562,571.1516554,563.2284182,570.2452902
Ypel4,1.800371985,2.445311292,1.858724255,1.674252075,1.247041913,0.533943381,1.447629471,1.912599248,0.359612884,1.934816546,0.973827651,1.872952044,1.373786303,1.327325416,1.695476582
Poglut1,10.5252516,12.49825772,6.505534894,12.13832754,10.39201594,9.744466711,10.94769787,14.09283656,14.02490247,13.6727036,16.31161316,12.05712878,14.76820275,10.61860333,14.69413037
Farp2,21.32748351,18.61153595,11.77192028,17.99820981,18.98274911,18.42104666,22.43825679,21.4412442,11.86722517,22.95982302,18.9896392,19.43187746,18.08818632,16.3703468,19.21540126
Zfp551,2.769803053,1.494356901,0.77446844,1.255689056,2.632644038,1.468344299,2.35239789,1.308620538,1.078838652,1.160889928,2.799754498,2.107071049,1.83171507,2.433429929,2.373667214
Zdhhc5,85.7254045,86.9444015,54.98725922,70.73715017,68.31018477,97.84512465,98.52928084,98.54919281,71.5629639,94.93499855,88.61831629,92.71112618,89.75403845,89.26263423,97.54641932
Ccdc174,14.12599557,13.85676399,7.280003333,14.02186113,16.21154486,12.54766946,12.66675787,12.38156355,14.38451536,18.18727554,12.65975947,11.82300978,12.24959453,11.39287649,10.39892303
Hdlbp,351.9034779,358.2381043,247.210326,333.3854444,297.9044569,363.8824145,408.6838949,416.5439835,354.2186907,392.3807956,349.6041269,361.7138635,360.2754579,357.6035892,365.9968781
Ctnnd1,11.35619252,13.31336148,8.828940213,14.23114264,15.24162338,14.28298545,10.5857905,13.28753161,14.74412824,14.31764244,10.71210417,11.47183127,8.929610968,9.401888364,10.17285949
Tldc1,4.570175038,5.162323839,3.562554823,5.022756225,3.602565525,3.604117825,5.338133673,3.623872259,14.02490247,5.933437409,5.234323627,4.097082596,5.151698635,5.198691213,4.8603662
Ccs,5.401115954,5.977427603,2.942980071,2.511378112,4.988167651,7.20823565,5.066703147,5.737797743,14.74412824,5.933437409,6.81679356,5.384737126,5.037216443,5.972964372,4.634302656
Golim4,20.91201305,31.7890468,18.58724255,22.3931215,25.21795868,21.89167864,26.41923784,29.79628301,31.2863209,29.79617482,26.17161813,26.33838812,25.18608222,22.01147982,25.99730758
Kctd7,4.431684885,5.569875721,3.407661135,5.232037734,3.602565525,5.47291966,6.15242525,6.845092044,3.236515955,6.449388488,5.234323627,5.267677624,5.953073979,6.526016629,5.651588605
Tmed8,10.80223191,12.76995897,9.603408652,14.85898717,13.3017804,14.01601376,13.11914208,14.19349968,25.17290187,16.12347122,13.51185866,14.74949735,14.42475618,11.28226604,11.64227253
Vav1,8.586389465,8.422738895,8.519152837,10.25479396,15.24162338,4.405032897,6.966716827,9.462333119,50.34580375,11.47991151,7.547164299,7.960046187,5.266180827,5.419912116,6.44281101
Tpst1,6.647527328,8.558589523,4.646810638,10.25479396,7.620811688,8.676579948,9.047684191,11.87824796,9.349934982,10.57699712,12.65975947,11.94006928,12.13511234,10.28677197,13.33774911
Srsf2,55.67304137,59.6384254,33.14724922,63.83086036,59.7194516,46.98701757,46.50509674,60.19654474,56.81883566,62.3010928,46.62199882,43.07789701,45.56391237,49.3322613,47.13424897
Mks1,1.246411374,3.260415056,2.168511631,1.674252075,2.909764463,2.00228768,3.347643151,2.113925484,2.876903071,2.966718705,2.799754498,2.458249558,1.83171507,1.880377673,1.921540126
Pomt2,15.09542664,13.99261462,8.054471773,15.48683169,16.07298465,14.01601376,15.01915576,17.11273011,16.54219266,14.44663021,13.39013021,14.86655685,12.47855892,15.70668409,13.33774911
Tspan8,35.03800862,27.71352798,24.93788376,30.55510037,27.43492208,24.4279097,43.70031464,29.1923043,23.37483745,26.57148057,35.78816619,33.24489878,33.19983565,36.8332803,34.47469049
Sik3,39.46969351,36.40796813,27.57107645,37.8799532,34.64005313,35.37374902,36.37169045,41.77519409,35.24206262,40.63114748,41.50940364,36.87374337,37.32119456,41.47891925,34.0225634
Exoc3,44.455339,43.06464887,29.12001333,48.13474716,37.54981759,49.79022032,49.30987884,54.55941011,57.53806143,53.27194891,42.36150284,35.82020784,43.61771511,48.22615678,43.40420049
Ino80,54.7036103,59.77427603,35.47065454,64.04014187,52.09863991,45.78564496,51.93370726,62.91444893,46.03044914,59.97931294,46.86545573,40.26846895,43.38875073,46.12455821,43.51723226
2310044G17Rik,43.20892763,50.12888149,28.96511965,51.06468829,44.47782822,48.45536187,49.67178621,51.84150592,40.63625588,46.30660935,52.70842164,53.37913325,51.17353978,56.85377199,48.603662
Lrrc58,165.2187521,162.205649,121.4366513,175.7964679,151.5848725,149.370661,153.9915849,181.5962654,121.5491548,219.7951597,139.8659964,130.4042861,133.2572714,133.1749834,135.2990312
Ogt,253.1599991,244.1235773,163.2579471,263.9039833,243.173173,204.6338009,235.9636037,224.5794169,122.6279934,228.0503769,233.1099941,230.6072204,213.3948057,250.4220618,223.2377499
Scx,4.293194732,4.07551882,0.77446844,5.022756225,4.849607438,3.470631979,3.166689467,4.12718785,8.27109633,4.385584172,7.303707386,3.980023093,4.922734251,6.968458434,6.216747466
Zfc3h1,109.8226911,101.344568,60.4085383,108.1985403,117.4990602,75.01904509,85.77204613,97.9452141,87.38593079,107.4468122,71.33287547,70.46982066,69.83413706,71.89679337,60.58502985
Emid1,2.769803053,2.717012547,3.097873759,3.767067169,3.186884888,3.337146134,2.714305257,3.321882904,2.876903071,3.869633093,1.70419839,3.160606574,3.091019181,2.654650832,2.938826075
Ccnd3,26.86708962,25.67576857,16.41873092,27.41587773,32.00740909,21.22424941,19.99538206,26.57506323,56.45922278,28.89326043,21.30247988,20.36835348,19.00404385,21.67964846,22.60635442
Irf2bpl,37.53083137,41.16274009,25.24767113,38.71707923,32.70021015,43.91684312,29.5859273,42.27850968,70.84373813,41.4050741,35.90989465,39.56611193,35.48947949,35.83778623,38.76989783
Faah,1.384901527,1.086805019,0.309787376,0.837126037,1.385602125,1.601830144,0.633337893,0.805304946,0.359612884,0.386963309,1.217284564,0.936476022,1.030339727,0.553052257,1.017285949
2410018M08Rik,1.246411374,1.086805019,0.929362128,0,1.66272255,1.067886763,0.995245261,1.308620538,0.359612884,0.902914388,0.608642282,0.585297514,0.915857535,0.553052257,0.565158861
Rhbdd3,13.57203496,13.85676399,7.589790709,16.53323924,14.96450295,16.81921652,14.83820207,14.09283656,16.90180554,15.47853237,15.0943286,12.17418829,11.79166577,17.36584086,11.41620898
Nsf,17.03428878,20.3775941,13.32085716,21.76527697,17.45858678,16.15178729,19.45252101,19.32731871,19.77870862,24.50767626,15.45951397,18.26128243,13.96682741,17.69767221,14.12897151
Hsdl1,13.01807435,15.35112089,10.84255816,16.32395773,14.68738253,16.55224482,18.09536838,15.4014571,25.89212764,15.47853237,18.9896392,18.14422293,17.05784659,15.04302138,16.72870227
Chmp7,37.94630183,39.2608313,21.22043525,36.83354565,33.67013164,38.57740931,39.53837991,37.84933248,71.92257678,39.98620863,37.97927841,36.87374337,34.68810414,36.39083849,37.86564365
Lsm3,5.955076564,4.890622584,3.562554823,4.813474716,4.711047226,5.739891351,7.328624195,5.536471506,3.596128839,7.352302877,4.503952888,5.033558618,5.037216443,6.526016629,3.956112024
R3hcc1,5.124135648,5.569875721,4.182129574,6.487726791,4.711047226,7.074749804,6.604809459,8.355038818,11.86722517,9.287119423,6.695065104,5.97003464,4.922734251,7.300289788,4.634302656
Gas2l1,12.74109404,14.53601713,6.660428582,14.23114264,13.71746104,14.95041468,11.12865155,17.81737194,33.08438532,19.09018993,12.17284564,14.16419983,13.96682741,13.49447506,11.98136784
Chchd4,10.66374175,7.743485759,6.195747518,11.71976452,9.283534239,15.35087222,9.590545242,10.67029054,8.27109633,10.31902158,8.764448863,7.608867679,10.30339727,9.95494062,9.042541768
Loxl2,12.60260389,14.4001665,8.209365461,17.57964679,10.94625679,11.61326855,12.93818839,14.99880463,20.1383215,14.70460575,12.05111719,12.52536679,11.67718357,14.82180048,14.12897151
Polq,0.692450763,2.309460665,1.394043191,2.511378112,3.186884888,0.667429227,0.904768419,0.704641828,3.596128839,0.902914388,2.556297585,1.638833038,1.717232878,2.212209027,1.582444809
Rasl10a,0.415470458,0.543402509,0.464681064,1.464970566,0.692801063,0.533943381,0.633337893,0.402652473,1.438451536,0.644938849,0.243456913,0.702357016,0.114482192,1.106104513,0.678190633
Efcab14,67.30621419,61.94788607,43.37023262,63.41229734,57.22536777,60.73605964,80.79581983,61.1025128,49.2669651,60.36627625,71.57633238,66.72391657,72.46722747,66.1450499,71.66214351
Mrps17,11.07921221,17.66058155,10.99745184,14.64970566,15.24162338,15.48435806,17.55250733,21.23991796,15.82296689,16.89739784,13.75531558,14.28125934,12.82200549,14.48996913,12.88562202
Vps18,14.54146603,16.57377654,11.6170266,15.48683169,13.02465998,15.35087222,17.9144147,15.90477269,43.15354607,14.96258129,15.21605705,14.39831884,17.05784659,18.47194537,15.71141632
Atm,31.57575481,36.13626687,18.89702993,36.83354565,34.3629327,25.22882477,36.82407466,37.74866936,23.01522457,39.85722086,38.22273532,32.54254176,37.89360552,37.16511165,35.37894467
Gpc1,261.1924279,258.6595945,166.8205019,242.7665509,230.2870732,304.6146991,279.4829647,284.5746354,427.9393319,223.9227683,295.3132353,294.4046494,296.9668058,271.7698789,302.9251492
Usp54,22.85087519,20.78514598,13.32085716,21.34671396,22.03107379,13.61555623,11.76198945,14.39482592,13.30567671,15.86549568,13.87704403,12.6424263,11.333737,14.15813777,12.65955848
Golgb1,125.7490586,118.8692989,85.50131574,115.1048302,118.0533011,103.0510726,123.8627966,121.5003838,143.8451536,128.2138431,123.1891979,103.3635409,105.0946522,117.3576889,108.5105012
Hdac11,5.401115954,8.015187013,2.942980071,5.650600753,4.156806376,6.140348887,6.514332617,5.737797743,8.630709214,6.449388488,5.964694365,6.672391657,7.670306857,6.194185275,5.990683921
Plekhm1,34.34555786,36.2721175,20.91064787,35.99641961,36.5798961,39.51181023,33.56690835,39.15795302,71.92257678,43.72685395,38.95310606,40.85376646,35.2605151,34.84229217,41.70872391
Slc25a37,31.57575481,28.25693049,17.9676678,34.11288603,27.7120425,25.49579646,30.03831151,31.30622979,21.21716015,32.11795467,29.45828646,27.86016165,26.9033151,31.85580999,33.11830923
Senp6,61.35113763,57.05726348,45.38385057,58.38954111,61.52073436,59.66817288,62.15759039,63.71975388,54.66115836,61.65615395,53.07360701,54.31560928,57.47006033,59.17659147,56.17679073
Agpat1,39.88516397,37.63062377,26.9515017,38.08923471,30.76036718,44.58427235,40.62410202,44.99641388,43.15354607,42.95292733,42.4832313,39.33199292,40.06876716,37.93938481,36.62229416
Arhgap27,8.586389465,9.645394541,6.350641206,13.3940166,9.560654664,5.606405505,5.519087356,9.864985593,12.94606382,11.35092374,5.234323627,6.672391657,5.495145211,6.415406178,5.877652149
Exosc4,8.86336977,8.69444015,5.26638539,9.83623094,5.542408501,7.074749804,9.319114717,11.17360613,19.41909573,13.02776475,12.53803101,9.832998231,9.04409316,9.180667461,8.025255819
Vwa9,16.20334786,17.79643218,9.448514965,14.44042415,14.68738253,16.28527313,18.09536838,18.62267688,17.9806442,18.05828777,19.8417384,16.8565684,18.77507947,16.25973635,14.69413037
Zdhhc14,12.04864328,10.86805019,6.350641206,10.67335698,11.22337721,8.943551639,7.690531562,8.757691291,21.21716015,8.771168344,8.399263494,6.906510662,9.502021927,10.83982423,9.042541768
Setd5,80.18579839,85.31419397,49.10129908,80.57338111,77.4551588,67.94429529,79.80057456,88.28155474,59.33612585,94.80601078,79.00176823,81.70753292,70.6355124,78.8652518,77.08766857
Jdp2,5.678096259,3.667966938,3.872342199,4.813474716,4.988167651,3.470631979,4.614318937,5.536471506,15.82296689,5.159510791,3.530125237,4.565320607,5.151698635,3.650144894,3.617016707
Thoc5,10.66374175,10.86805019,7.434897021,9.208386412,9.283534239,13.21509869,11.12865155,14.59615215,21.93638592,12.76978921,10.22519034,11.47183127,9.959950695,12.38837055,11.41620898
Igsf9b,4.15470458,3.803817566,2.013617943,3.34850415,4.295366588,3.470631979,3.438119993,4.932492796,3.596128839,5.030523021,2.678026042,2.458249558,2.289643838,2.875871735,1.582444809
Dnajc17,2.6313129,3.124564429,2.478299007,2.511378112,4.295366588,3.337146134,1.719059996,3.120556667,7.911483446,4.385584172,2.191112216,2.809428066,2.40412603,2.322819478,2.825794303
Nipsnap1,1.107921221,0.815103764,0.154893688,1.464970566,1.385602125,2.135773526,1.085722103,1.409283656,0.719225768,1.805828777,1.825926847,0.819416519,0.801375343,1.216714965,1.017285949
Nek9,155.3859513,150.2507938,88.13450844,139.8000483,127.1982751,150.0380902,168.1964491,152.9072767,212.8908273,148.0779597,160.803291,163.0638873,164.5109098,162.5973635,169.0955311
Traf3ip1,6.370547022,6.928381995,5.576172766,6.487726791,9.006413814,8.943551639,6.333378934,6.543102689,8.630709214,7.094327337,7.060250473,6.672391657,5.724109595,5.75174347,6.216747466
Fhod3,72.56883999,69.41967057,46.62300007,61.73804526,58.05672905,73.41721495,69.66716827,68.55158356,88.82438233,60.75323956,62.44669815,65.43626204,57.69902471,55.85827793,61.82837934
Med13,163.0029097,159.8961884,105.3277078,160.7281992,147.5666263,150.171576,162.9487923,173.4425528,105.7261879,165.3623208,142.0571087,138.3643323,145.1634193,143.4617554,146.9413037
Fam53c,25.48218809,22.27950288,13.94043191,26.57875169,20.78403188,28.56597091,22.25730311,23.35384344,27.33057918,28.89326043,25.19779048,22.82660304,25.98745756,23.78124704,23.17151328
Ccdc15,3.185273511,2.58116192,2.013617943,3.139222641,4.433926801,3.070174443,2.623828415,2.617241076,3.236515955,2.450767626,2.191112216,3.043547071,1.83171507,2.322819478,1.808508354
Sdr42e1,0.692450763,0.407551882,1.084255816,0.837126037,1.247041913,1.067886763,0.995245261,1.006631183,1.79806442,1.289877698,0.973827651,0.702357016,0.457928768,0.774273159,1.017285949
Kif4,1.523391679,1.086805019,0.154893688,2.302096603,1.801282763,0.667429227,0.904768419,1.107294301,6.832644795,0.773926619,1.947655303,1.872952044,1.259304111,1.548546319,1.243349493
Iqsec1,91.40350075,89.79726467,57.62045191,87.47967092,79.94924262,98.37906803,103.8674145,108.2128522,139.529799,111.5744208,99.08696354,95.28643524,97.88227407,94.90376725,103.650135
Trim59,0.553960611,0.679253137,0.619574752,0.418563019,2.078403188,0.400457536,0.904768419,0.60397871,2.876903071,1.160889928,1.460741477,0.936476022,1.259304111,0.995494062,0.226063544
Slc26a2,22.15842443,19.15493846,14.56000667,23.43952905,19.67555018,19.88939096,22.52873364,25.16577957,29.48825648,26.57148057,19.72000994,23.88013856,20.37783016,20.79476485,22.83241796
Exosc1,4.70866519,5.705726348,2.942980071,5.441319244,5.126727863,5.339433814,6.242902092,6.341776452,2.876903071,7.610278416,5.599508996,6.906510662,5.266180827,5.75174347,5.425525061
Kctd9,57.05794289,58.68747101,41.82129574,63.62157885,51.96007969,62.60486147,53.38133673,54.86139947,30.20748225,50.82118129,64.75953882,58.41269187,68.91827952,65.923829,62.84566529
Brip1,0.830940916,1.494356901,1.084255816,1.046407547,1.524162338,0.800915072,1.266675787,1.509946774,2.157677304,1.547853237,1.460741477,0.936476022,0.915857535,1.216714965,1.017285949
Plcg2,5.816586412,7.064232622,3.562554823,7.952697356,8.867853601,2.00228768,6.242902092,6.643765807,23.73445034,9.416107193,8.399263494,7.140629668,6.754449322,7.079068886,7.686160503
Zbed4,13.43354481,14.26431587,9.913196028,12.13832754,10.39201594,15.08390053,21.62396522,17.41471946,14.02490247,15.47853237,13.51185866,13.93008083,14.76820275,14.60057958,16.05051164
Fam151b,1.938862137,1.766058155,1.394043191,1.255689056,0.969921488,0.667429227,2.080967364,1.811936129,1.438451536,2.063804316,1.339013021,0.702357016,1.83171507,0.995494062,1.469413037
Wbp2,28.11350099,28.39278112,18.12256149,30.13653735,25.77219953,26.69716907,30.2192652,31.80954538,18.34025708,29.28022374,28.48445881,26.92368563,27.59020825,29.3117696,28.48400657
Cbl,31.16028435,31.92489743,21.22043525,37.04282716,33.94725207,28.56597091,27.77639047,33.72214463,50.34580375,37.27746546,33.35359706,29.8501732,30.22329866,27.09956058,31.64889619
Ube2f,34.62253816,41.02688946,24.78299007,40.39133131,30.62180697,40.57969699,38.54313465,42.78182527,36.32090128,42.56596402,32.37976941,29.14781618,29.76536989,33.07252495,32.55315037
Gtf2h5,14.67995618,16.57377654,12.23660135,19.88174339,14.54882231,19.22196173,17.55250733,20.33394989,12.94606382,20.76703093,14.72914323,15.56891387,18.43163289,14.60057958,18.6502424
Smc4,13.43354481,15.21527026,9.448514965,11.71976452,15.65730401,9.077037485,14.47629471,13.08620538,11.86722517,18.44525108,16.43334162,13.57890232,12.82200549,13.60508551,15.03322569
Ramp1,9.832800839,11.00390081,6.505534894,10.25479396,9.560654664,11.21281101,7.871485246,10.26763807,8.990322098,9.674082732,8.277535038,10.18417674,8.700646584,7.632121142,10.05982772
Mtmr3,111.623063,117.2390914,65.98471106,101.501532,98.65487131,120.9381759,109.6579324,116.3665647,134.1356057,110.1555554,116.007219,107.9288615,115.741496,102.0934466,108.5105012
Cpne2,18.55768046,13.99261462,10.2229834,15.06826867,15.10306316,13.74904207,19.45252101,16.81074075,16.54219266,11.99586259,14.72914323,15.45185436,19.23300824,18.69316628,20.45875075
Dak,2.354332595,3.939668193,2.168511631,2.511378112,3.186884888,2.669716907,2.533351573,3.52320914,7.192257678,5.030523021,1.825926847,1.990011547,1.259304111,3.097092637,1.582444809
Tulp4,252.8830188,244.8028305,171.3124189,273.1123697,226.1302668,280.5872469,289.8878015,272.1930719,251.3694059,250.4942489,283.1403897,277.7822,276.4744934,266.1287459,284.7270339
Wdr5b,3.739234122,3.803817566,2.323405319,2.929941131,3.186884888,4.538518742,3.890504202,3.019893549,4.315354607,4.901535251,2.678026042,2.57530906,3.434465757,3.650144894,3.956112024
Cmip,18.00371985,20.51344473,10.68766447,23.64881056,22.30819422,15.35087222,18.18584522,27.88368377,46.03044914,24.12071295,14.2422294,17.0906874,13.50889864,14.48996913,17.51992468
Spata6,7.339978091,8.015187013,3.717448511,10.04551245,10.25345573,4.405032897,6.061948408,7.65039699,7.192257678,8.255217265,5.842965909,6.438272651,6.63996713,7.521510691,8.138287591
Pja1,11.35619252,13.99261462,6.04085383,13.18473509,13.57890083,13.88252792,15.29058628,14.59615215,25.89212764,15.09156906,11.92938873,10.18417674,12.7075233,9.95494062,11.07711367
Tbc1d10a,4.70866519,5.977427603,2.478299007,6.906289809,6.650890201,4.538518742,5.609564198,7.449070754,17.9806442,6.191412949,5.356052083,5.852975137,4.350323292,4.756249408,4.8603662
Neurl1b,2.769803053,2.988713802,3.097873759,3.976348678,5.542408501,5.739891351,5.519087356,5.637134624,7.911483446,4.643559712,6.451608191,8.311224695,7.670306857,6.194185275,6.329779238
Parp14,34.89951847,50.672284,23.85362794,46.66977659,37.27269717,32.03660289,34.1097694,43.58713022,82.35135042,56.36765539,36.64026539,39.21493342,38.23705209,36.05900714,39.33505669
Gcsh,24.23577672,18.61153595,15.95404986,20.0910249,21.89251358,30.56825859,29.76688099,33.21882904,30.92670802,34.95568561,27.02371733,27.04074514,24.72815345,22.45392162,22.38029088
Zfp707,4.016214427,3.803817566,1.548936879,4.394911697,2.909764463,3.470631979,2.442874732,4.026524732,5.394193259,3.482669784,3.651853693,1.755892541,2.518608222,3.650144894,2.825794303
Zxdc,27.42105023,33.2834037,21.22043525,27.83444075,28.26628335,24.02745217,24.42874732,26.67572635,23.37483745,27.7323705,28.11927344,27.39192364,29.42192332,27.43139193,28.71007011
Cops8,49.02551404,47.54771957,31.90809972,55.25031847,36.5798961,53.39433814,51.02893884,56.17002001,63.29186757,51.98207122,47.10891264,55.95444231,49.22734251,52.20813303,52.89886934
Tmem30b,1.523391679,1.630207528,1.548936879,1.255689056,1.801282763,0.667429227,0.633337893,1.20795742,3.596128839,1.805828777,1.339013021,0.936476022,1.717232878,1.437935867,1.695476582
Trmt5,6.924507633,5.977427603,4.646810638,7.743415847,4.572487013,6.540806423,5.428610515,7.851723227,6.113419027,7.868253956,7.425435843,4.214142099,5.838591787,7.079068886,6.329779238
Cyb561a3,6.23205687,4.61892133,2.478299007,3.557785659,4.711047226,5.072462124,4.433365254,5.637134624,10.78838652,6.449388488,7.18197893,4.565320607,3.663430141,4.756249408,5.199461517
Dhrs11,8.309409159,7.064232622,5.111491702,7.115571319,9.006413814,10.54538178,7.147670511,8.85835441,15.10374112,9.545094963,8.399263494,5.97003464,8.357200008,8.848836107,6.329779238
Polr3b,21.88144412,20.92099661,11.30723922,22.81168452,16.6272255,24.02745217,22.61921048,22.34721226,26.61135341,21.79893309,24.71087666,17.91010392,19.57645481,21.34781711,19.89359189
Eda2r,37.66932152,38.44572754,32.83746184,44.99552451,35.88709504,41.7810696,51.30036936,49.72758044,12.94606382,39.98620863,71.21114702,71.28923717,69.71965486,68.46786938,65.44539605
Ifit1,1.523391679,7.064232622,2.168511631,4.185630187,2.355523613,2.669716907,2.623828415,2.415914839,6.113419027,7.223315107,3.530125237,2.809428066,3.205501373,2.544040381,2.825794303
Six4,22.29691458,28.66448237,14.71490035,19.67246188,22.72387485,36.84209332,30.58117257,23.6558328,20.85754727,27.60338273,43.5787874,37.45904088,38.23705209,42.14258196,42.9520734
Pkd2,38.22328213,44.42315514,27.10639539,37.46139018,41.56806376,28.16551337,34.1097694,41.87585721,61.13419027,46.43559712,39.92693371,32.54254176,27.59020825,39.26671023,33.45740454
Scara3,6.78601748,11.00390081,7.434897021,9.417667922,10.80769658,5.873377196,11.2191284,10.67029054,19.41909573,12.76978921,18.13754001,14.63243784,17.63025755,16.92339905,17.63295645
Caskin2,31.57575481,34.50605935,17.34809305,25.53234414,31.73028867,34.70631979,24.06683995,34.52744957,33.08438532,43.21090287,30.31038565,24.81661458,29.53640551,29.75421141,27.91884771
Rasd2,15.09542664,12.63410834,9.138727589,15.48683169,9.422094451,11.21281101,24.33827047,10.97227989,12.58645094,7.739266186,33.96223935,31.37194674,29.53640551,34.62107127,30.74464201
Sec22a,6.647527328,7.471784504,3.562554823,6.069163772,7.205131051,6.807778113,9.681022084,8.757691291,5.753806143,13.15675252,8.155806581,8.311224695,7.212378089,9.95494062,7.912224047
Diap2,31.2987745,30.83809241,15.79915617,33.27575999,26.46500059,20.95727772,25.51446942,26.57506323,11.1479994,36.89050215,28.48445881,26.33838812,25.18608222,25.44040381,21.36300493
Snx2,24.51275702,22.27950288,17.03830567,21.97455848,24.66371783,18.28756081,23.43350205,25.8704214,20.85754727,30.6990892,24.83260511,27.39192364,27.13227948,21.90086936,22.38029088
Uaca,160.7870672,175.2473093,110.9038806,151.1012498,136.4818093,185.4118392,161.6821165,193.2731871,165.7815395,156.2041892,164.82033,152.1773536,157.8709426,161.2700381,163.8960695
Kdelc2,6.78601748,7.200083249,4.801704326,6.906289809,9.422094451,4.538518742,9.95245261,9.160343765,7.911483446,9.545094963,7.912349668,8.896522209,7.670306857,9.623109266,10.85105012
Edil3,3.046783358,5.026473212,3.562554823,4.394911697,5.819528926,2.00228768,2.261921048,4.529840323,5.394193259,1.676841007,4.503952888,4.214142099,4.2358411,3.539534443,5.086429745
Pcnxl4,10.38676145,11.00390081,6.660428582,10.04551245,6.928010626,10.41189594,9.681022084,9.965648711,9.709547866,13.93067913,9.860004971,10.76947425,11.21925481,12.2777601,11.98136784
