Gene symbol,untreated,untreated,untreated,prednisolone-treated,prednisolone-treated,prednisolone-treated
Fuom,5.994237,5.873724,5.666041,6.002124,6.154095,5.944224
Echs1,9.407912,9.157491,9.110851,9.971928,9.774999,9.786302
Sprn,5.21006,5.074759,5.170678,5.163702,5.197542,5.094101
Olfr522,5.689715,6.301618,5.796092,6.051295,5.695323,5.617775
Olfr524,2.869403,2.814945,2.987445,3.099532,3.367425,3.078907
Olfr60,4.535464,3.923271,3.917272,4.263765,4.048116,4.386899
Olfr530,4.018292,3.74238,3.707313,3.764928,3.924638,3.595935
Olfr531,4.098871,4.110815,4.423398,3.475462,4.294199,4.351596
Olfr532,4.508311,4.470886,4.451462,4.318112,4.36334,4.550426
Olfr536,4.350114,4.525665,4.286661,4.316085,4.530139,4.351765
Syce1,4.349193,4.577989,4.537556,4.599816,4.467781,4.453371
Zfp941,4.743754,4.470124,4.548007,4.506766,4.522691,4.576777
C330022C24Rik,3.765598,3.51929,4.071716,3.840094,3.847797,3.966446
Bet1l,6.886353,6.91496,6.669896,7.114865,6.908813,6.998006
Sirt3,5.603004,5.710503,5.532948,5.866025,5.946887,5.676766
Cox8b,11.98067,11.48599,11.71849,12.01439,11.8999,11.94498
Ifitm5,5.246913,4.991942,4.871271,4.609144,4.770925,4.922941
Ifitm2,13.47167,14.2225,13.85773,12.9719,12.81434,13.10805
Ifitm3,13.75096,14.14216,14.3001,12.95076,12.56101,13.11253
Ifitm6,6.391541,6.702727,7.046058,6.314025,5.698372,6.003733
Sigirr,5.375391,4.995844,5.495651,5.35673,5.407247,5.374833
Ano9,4.386602,4.310564,4.348948,4.29714,4.398455,4.35659
Gm24962,3.51482,3.279668,3.368099,2.911267,2.818119,2.985077
Rnh1,9.60402,10.30731,10.03024,9.963099,9.729116,10.16959
Gm22019,5.225552,4.80285,5.647977,4.571717,5.170242,5.277788
Hras,6.335138,6.366417,6.521889,6.270815,6.447833,6.432809
Lmntd2,4.652196,4.699203,4.558282,4.566552,4.747832,4.607935
Mir210,4.487689,4.714579,4.403574,4.477131,4.388455,4.337347
Irf7,8.731405,8.740268,9.036125,7.513416,7.136062,7.346095
Cdhr5,5.36519,5.107566,5.053843,5.067195,5.166628,5.128191
Sct,5.305708,5.051253,4.989378,4.922319,5.225831,5.022457
Deaf1,7.22758,7.472053,7.26299,7.616154,7.487134,7.595709
B230206H07Rik,4.927896,5.154338,5.121081,5.237757,5.091089,5.096559
Gm25725,6.028759,5.923439,6.595465,6.067731,6.401155,6.207495
Pddc1,6.392146,6.219829,6.164877,6.13963,6.214562,6.354492
Cend1,5.372104,5.319057,5.43646,5.39702,5.467843,5.224381
Slc25a22,6.204275,5.978351,6.049376,6.282495,6.288972,6.29512
Pidd1,5.687543,5.757465,5.537804,5.568241,5.68936,5.670116
Gm10575,4.053353,3.88677,4.000081,3.905989,3.920869,4.045294
Polr2l,6.857483,6.987478,7.309916,7.339826,7.032691,7.407089
Chid1,6.452991,6.857522,6.698063,6.638497,6.584744,6.603891
Gm16982,5.985968,6.018935,6.059821,6.1588,6.237248,5.970384
Muc6,4.797497,4.842771,4.767256,4.760624,4.752377,4.65404
Tollip,8.381895,8.639941,8.58675,8.310461,8.499305,8.579819
Gm20501,4.392537,4.424541,4.374864,4.441477,4.475458,4.581715
Mob2,6.901214,6.747206,6.62797,7.084344,6.937749,7.002481
Gm25416,4.453904,4.731615,5.110654,4.610657,4.970648,4.725924
Dusp8,6.8753,6.970611,6.820264,6.77787,6.916421,6.678224
Gm4553,5.293972,5.49674,5.289362,4.886234,5.526608,5.25189
Krtap5-2,8.098033,7.817323,7.853825,7.856019,8.160138,7.958395
Gm10153,8.041014,8.011292,8.091589,7.970256,8.184958,8.099637
Krtap5-5,4.055488,4.047994,3.862731,4.094635,3.83937,4.05364
Gm2431,8.567172,8.395247,8.39767,8.052776,8.410926,8.227102
Gm4559,7.718062,7.50645,7.423123,7.357741,7.56087,7.130687
Gm5054,5.040425,5.31853,5.070648,5.386952,5.589839,5.664478
Ctsd,8.765821,9.133387,8.942546,9.062399,8.794246,8.914779
Prr33,9.420332,9.130033,9.547709,10.69905,10.84001,10.32807
Nctc1,11.99119,11.51229,10.87743,11.75709,11.83101,11.39717
H19,17.63387,17.32763,16.8564,17.419,17.5093,16.91159
Igf2,12.14997,11.90344,11.08521,11.86666,12.51935,12.04333
Mir483,6.918374,6.789393,7.013395,6.925843,7.061006,7.297034
Ins2,5.555979,5.604135,5.422998,5.298593,5.427741,5.454113
Gm7290,9.279439,9.223761,9.434641,9.660127,9.600459,9.915868
Th,4.79679,4.673112,4.782483,4.677616,4.965052,4.882788
Ascl2,4.435577,4.608638,4.809545,4.741733,4.304156,4.470831
Gm15024,5.081735,5.226886,4.721342,5.20976,5.443502,5.412408
R74862,5.978149,5.847519,5.999444,5.776548,5.765924,5.767714
Trpm5,4.752006,4.777685,4.643208,4.640454,4.754985,4.675752
Kcnq1ot1,8.754248,8.4383,8.703622,8.521654,8.549278,8.516905
4933417O13Rik,4.714366,4.578389,4.806306,4.475864,4.607448,4.577715
Cdkn1c,10.4635,9.776338,9.265194,8.662673,9.285946,9.357821
Phlda2,5.374595,5.572349,5.341891,5.311852,5.520425,5.41292
Nap1l4,12.35236,12.29023,12.21455,12.60108,12.69838,12.57685
Gm23297,9.037718,8.708839,9.337605,8.842181,8.917068,9.243275
Cars,8.06042,8.277568,8.50511,8.228392,8.340133,8.284881
Mir7064,6.597162,6.461282,7.046684,6.578992,6.396916,6.395107
Tnfrsf26,5.560329,6.231928,6.089812,5.806651,5.813908,5.938618
Tnfrsf22,8.381568,8.371848,8.42436,8.213688,8.392559,8.318949
Tnfrsf23,8.407521,8.906793,8.648795,8.788956,8.932887,8.882874
Osbpl5,7.226207,7.075772,7.156273,7.26515,7.263599,7.267058
Mrgprg,5.607272,5.537408,5.36131,6.323511,5.971534,5.910847
Mrgpre,4.307505,4.422768,4.80355,4.712115,4.383075,4.65342
Nadsyn1,5.294389,5.22886,5.386943,5.421693,5.296158,5.332188
Gm14372,4.706622,4.287951,4.963389,4.821124,4.794974,4.8735
Cttn,8.711487,8.815229,8.895123,8.580039,8.613362,8.799135
Gm14376,6.123741,5.904343,6.17861,5.739955,5.841723,5.57661
Ppfia1,8.467354,8.561997,8.568068,8.546828,8.514645,8.407912
Fadd,5.879905,5.906456,5.822596,5.812997,5.973512,5.87239
Ano1,7.342003,6.509416,6.899001,6.746348,6.858903,6.567621
Gm26793,3.023392,2.784735,2.947814,3.010035,3.315525,2.934458
Ccnd1,7.480889,7.879424,7.5439,6.762385,6.802945,7.185826
Tpcn2,6.970369,7.231053,6.885159,6.901743,6.810351,6.886869
1810010D01Rik,4.91771,4.979313,5.15729,5.111763,5.233988,5.075711
Obox2,4.970303,4.881514,4.999925,4.617872,5.127662,4.768376
Obox1,4.686751,4.449995,4.655726,4.479804,4.50125,4.659985
Adck4,6.272127,6.477511,6.861456,6.375803,6.360266,6.48907
Numbl,7.695202,7.617774,7.648775,7.658836,7.614925,7.633789
C630016N16Rik,6.015432,5.956211,5.949387,6.334349,6.063828,6.28988
Sbsn,6.756565,6.986809,6.758768,7.171424,7.158611,6.993505
Tarsl2,9.795744,9.088762,9.293161,9.950968,10.10144,9.84888
Tm2d3,8.270809,8.207671,7.939946,8.072808,7.864593,8.174322
Dctn5,10.01705,10.14029,10.12105,9.851481,9.880407,9.940273
Plk1,7.054883,7.925181,7.397962,7.431981,7.099464,8.025898
Kctd13,6.816341,6.855432,6.827734,6.832958,6.805425,6.741456
Sez6l2,5.598592,5.435062,5.442538,5.027604,5.35854,5.098201
B130055M24Rik,6.091573,6.308953,6.150199,6.038681,5.680899,5.983627
Prr14,8.43943,8.568595,8.53956,8.59628,8.661084,8.535786
Setd1a,7.512403,7.556043,7.562314,7.685693,7.717001,7.596888
Hsd3b7,6.547571,6.46489,6.741629,6.75152,6.351017,6.437259
Pirb,9.928374,10.99062,10.54385,9.942551,9.64316,9.882169
Pira1,9.704967,10.78573,10.43831,9.65246,9.458622,9.554367
Gm15448,8.263582,9.092138,8.688294,8.126191,8.06229,8.161732
Gm14548,9.49567,10.43959,10.18362,9.45218,9.143392,9.414195
Lilra6,8.214167,9.20742,8.916632,8.169708,8.156533,8.259993
Tnni3,5.760485,5.842297,5.596937,5.447484,5.736681,5.663828
Dnaaf3,4.763346,4.851007,4.820725,4.843958,5.008451,4.655581
Rab4b,8.402077,8.420693,8.403524,8.444228,8.330831,8.264902
Mia,4.254869,4.223577,4.423969,3.934903,4.038112,4.125051
Shkbp1,6.363841,6.494051,6.343548,6.324285,6.264276,6.437441
Sptbn4,5.180872,5.147684,5.13259,5.206763,5.316257,5.260478
Samd4b,8.70911,8.830622,8.907619,8.55439,8.425704,8.568995
Pak4,6.310755,6.491559,6.414476,6.312775,6.343811,6.3321
Zfp82,5.894655,6.170291,5.877789,6.010095,5.879756,5.943127
Zfp566,6.535726,6.530747,6.47588,6.641068,6.816358,6.580264
Vmn2r57,4.92881,4.700804,5.243412,4.969597,4.760059,4.619642
AW146154,6.732601,6.646837,6.695634,6.926851,7.006729,6.433332
Rpl13a,10.01788,10.05923,9.966501,9.803477,9.777917,10.03254
Flt3l,6.93627,6.777694,6.779352,7.007591,7.109494,7.035231
Ipw,5.402011,5.469776,5.038916,5.399244,6.015717,5.889228
Snrpn,7.771498,7.340119,7.413944,8.336929,8.446789,8.14825
Blm,6.734462,6.91818,6.678084,6.664326,6.582217,6.934463
Nmb,5.692523,5.267104,5.512239,5.460724,5.481321,5.361797
Sec11a,8.241413,8.358785,8.247377,7.865201,7.738284,7.808757
Mvp,7.768925,8.26515,8.233663,7.861342,7.800372,7.835302
Prrt2,6.333749,6.179501,6.215334,6.367161,6.355699,6.276054
9130019O22Rik,6.422239,6.459205,6.432228,6.338911,6.538649,6.362123
E430018J23Rik,6.421508,6.383852,6.427976,6.563053,6.54659,6.508912
Prss53,5.669455,5.415453,5.573254,5.535965,5.624255,5.55837
Vkorc1,11.63358,11.48651,11.64568,11.07684,10.89691,11.30988
Fgfr2,5.108385,5.093225,5.027704,5.014988,5.011795,5.003213
Ctbp2,7.002835,7.028064,7.066265,6.915726,6.859938,6.924775
Gm7346,5.397495,5.016572,5.654513,5.462354,5.730724,5.340425
Gm16180,6.029679,5.226437,5.104153,4.978225,5.396152,5.198808
A430078G23Rik,5.232882,5.091815,5.075001,4.99136,5.000866,5.204347
Arhgef18,6.821206,6.875029,7.060474,7.047139,6.813731,6.931511
1700019B03Rik,4.117745,4.23096,4.418639,4.304721,4.347764,3.879855
Zfp358,6.908395,6.803783,6.828701,7.158149,7.274333,7.185207
Mcoln1,7.694498,7.8139,7.668805,7.826796,7.740705,7.800231
Pnpla6,7.162806,7.338144,7.251825,7.610703,7.296093,7.353297
Camsap3,5.521172,5.413849,5.384395,5.475287,5.599742,5.523439
Gm22204,3.654633,3.739238,3.705185,3.564784,3.616811,3.785549
Pet100,8.076384,7.824096,7.700548,7.945808,7.68847,7.77265
Stxbp2,7.543151,7.947266,7.538813,7.617102,7.477711,7.600504
Retn,12.16296,10.66864,11.54067,14.51734,12.22736,13.1028
Mcemp1,4.579099,6.503054,5.767367,4.334109,4.450686,4.725247
Trappc5,5.874456,6.08704,6.162958,6.043127,5.996457,5.939199
Gm16553,4.473752,4.441749,4.406331,4.300799,4.378292,4.58017
Gm24934,7.050326,6.999107,7.53748,7.143452,7.127189,6.953479
Gm7389,6.369325,6.468901,6.543428,6.87204,6.57201,6.608902
Gm16589,11.40973,11.48654,11.57333,11.06326,11.03536,11.23366
Cd209g,7.112989,7.714849,7.210084,6.962965,6.929028,7.401641
Evi5l,5.62728,5.620611,5.589146,5.724447,5.643872,5.702362
Lrrc8e,4.144552,3.748961,3.923712,4.204512,3.989804,3.995056
Snapc2,7.748108,7.491714,7.427402,8.019002,7.847973,7.665463
Gm26102,4.702718,4.870651,4.850897,4.760942,4.562859,4.703212
Ccl25,6.812722,6.580036,6.765913,6.816166,6.626115,6.771679
Cers4,6.143314,5.72825,6.09986,6.172971,6.039931,6.201737
A830058I18Rik,6.15858,5.972786,5.900714,5.753015,6.168946,6.105822
Zfp958,8.437881,8.177498,8.297689,8.293633,8.501359,8.317359
Gm6410,4.536696,4.479096,4.246986,4.177092,4.396151,4.390893
Rpl21-ps14,16.40408,16.25402,16.25064,16.29531,16.51832,16.48109
Gm1840,17.55943,17.25369,17.44576,18.18561,18.07664,17.84357
Gm22565,8.081911,8.079381,8.105364,7.904205,8.078272,7.983104
Gm17215,5.192536,5.031683,4.312586,5.063732,4.727456,5.009743
Gm25169,3.685881,3.882265,3.686751,3.694259,3.391075,3.783467
A630009H07Rik,4.540906,4.522193,4.232492,4.908476,4.624043,4.573689
4921522P10Rik,5.257264,5.290946,5.048733,5.089829,5.04381,5.170004
4930453L07Rik,4.397485,4.426921,4.573853,4.322747,4.399847,4.269285
Gm10217,14.18642,14.07013,14.00462,13.88137,13.81397,13.72067
Abhd13,7.132119,7.206277,7.145338,6.977824,6.837599,7.151945
Tnfsf13b,6.063305,5.680527,5.899333,5.875072,5.7672,6.025348
Myo16,4.457402,4.414415,4.479401,4.453637,4.479847,4.472299
4833411C07Rik,5.258065,5.246689,5.258484,5.529964,4.774748,5.10214
9530052E02Rik,4.523766,4.815807,4.878336,4.674742,4.593892,4.836325
Gm15418,4.77538,4.59319,4.607112,4.801322,4.660295,4.20813
Col4a2,10.46787,10.19066,10.95519,10.33885,10.08901,9.813481
E230013L22Rik,4.588624,4.566111,5.381577,4.319773,4.437501,4.399507
Carkd,7.117334,7.164886,7.067361,7.202415,7.204671,7.218267
Ing1,6.880114,6.988049,6.964739,7.035803,6.827165,6.920481
Gm7562,4.701277,4.177997,4.152925,4.072038,4.645535,4.331064
1700128E19Rik,4.605791,4.373547,4.2248,4.846566,4.620942,4.442285
Arhgef7,8.86302,8.927667,9.111134,8.73773,8.750197,8.93262
Tex29,4.770356,4.445853,4.727011,4.455671,4.675661,4.817539
A230072I06Rik,4.048909,3.81972,3.758798,3.979456,3.845772,4.303854
Gm22207,5.174336,4.954939,4.821259,4.787588,5.174067,4.518133
Gm5607,4.48192,4.798597,4.564126,4.399223,4.839578,4.658658
Sox1,4.751073,4.759841,4.622524,4.921036,4.76576,4.909232
Spaca7,3.903338,4.218353,4.139432,4.361341,4.235682,3.991613
Gm26483,8.366714,8.354866,8.091066,8.263375,8.376829,8.236073
4931415C17Rik,4.29611,4.323982,4.272835,4.092367,4.239681,4.320068
Atp11a,9.084627,9.261635,9.417385,9.198958,9.084831,9.07039
Mcf2l,6.383413,6.139424,6.537055,5.745313,5.591911,5.69615
Gm15352,8.184185,7.775031,8.390371,8.824732,8.794483,8.339751
F7,7.833599,8.6805,8.438139,8.192453,7.670158,8.199244
F10,6.887944,8.464681,7.451286,6.613503,6.37676,6.461823
Proz,4.441799,4.410992,4.5413,4.207133,4.387456,4.316632
Gm17023,5.098116,4.761545,5.126055,5.054029,4.726135,4.889118
Gm17022,5.198017,5.892445,5.372604,5.337607,5.303871,5.638369
Cul4a,9.515403,9.161201,9.568297,9.781902,9.677454,9.60055
Mir7065,5.054459,5.039888,4.744287,5.100797,5.404403,4.810509
Lamp1,15.81965,16.0504,15.83889,15.8115,15.73384,15.83621
2810030D12Rik,6.449193,6.063338,6.008004,5.733072,6.241851,6.110505
Tmco3,7.216828,7.402143,7.162887,7.189424,7.36237,7.420327
Tfdp1,10.83662,11.14741,10.93745,10.7825,10.77423,11.07402
Grk1,4.402918,4.333049,4.347957,4.400039,4.490165,4.443017
Tmem255b,7.73042,7.453705,8.647009,7.019394,7.363886,7.415389
4932443I19Rik,4.486632,4.17617,4.372333,4.321809,4.295895,4.00543
Cdc16,10.08312,9.960606,10.07361,9.979397,9.85032,10.08511
Upf3a,6.923952,7.023288,7.236173,7.274076,7.016912,7.098672
Champ1,7.442149,7.450526,7.380572,7.428287,7.506446,7.640519
Gm24698,12.73699,12.00686,13.23364,10.98182,11.52108,11.20875
Gm7676,5.726326,6.725616,6.972732,6.387086,5.795568,5.764623
Fbxo25,8.650256,8.412529,8.44471,8.612199,8.556865,8.591171
Gm5907,5.434848,5.455301,5.596582,5.709962,5.815162,5.497365
Gm10699,4.406824,4.512125,4.46771,4.29576,4.502489,4.547711
Dlgap2,4.567966,4.561515,4.546978,4.485205,4.621001,4.58761
Gm3160,11.03917,11.06462,10.94991,10.89185,11.16046,11.34938
Cln8,6.148932,6.388446,6.163407,6.199841,6.104259,6.353997
Arhgef10,7.436907,7.045907,7.231422,7.387341,7.218227,7.266244
Kbtbd11,6.362487,6.209339,5.937025,6.328603,6.110661,6.120351
Myom2,15.30254,14.82498,15.41377,16.12361,16.08458,15.77588
Gm24222,4.181017,4.410429,4.570273,4.431703,4.543893,4.381024
Gm25871,7.394514,7.720027,8.05446,8.030687,8.092976,8.060112
Gm25255,7.802482,7.71863,8.016107,7.901057,7.721505,8.0536
Gm16346,4.004815,4.390198,4.6067,4.048617,4.283616,4.421797
Gm16347,4.871015,4.878781,4.878829,4.760767,5.079412,4.852625
Gm25278,6.40958,6.331443,6.384702,6.294112,5.948215,6.4252
Mcph1,6.797698,6.884423,6.710171,6.739552,6.703094,6.819591
Agpat5,8.978115,9.071741,8.908081,8.840248,8.956394,8.973475
Gm22551,3.763171,3.907969,3.602546,3.793621,3.6019,3.746023
Defb34,5.828731,6.033037,5.981311,6.080879,6.358382,5.815418
Spag11b,4.403753,4.201711,4.278912,4.468728,4.42149,4.244977
Spag11a,4.610144,4.774419,4.558889,4.392168,4.578613,4.600865
Defb14,4.835545,5.387329,4.993691,4.513531,4.855849,4.462957
Defb4,6.614227,6.784507,6.045622,6.199183,6.619779,6.774988
Defa-ps12,4.497821,4.336781,4.254187,4.112857,3.77842,3.75256
Defb6,4.854054,5.079032,5.090941,5.146346,4.899067,4.54
Defb46,6.328031,6.302959,5.857825,5.97607,6.041836,5.734774
Defb5,6.517546,6.037844,5.850948,5.482051,5.428493,5.795321
Defb3,5.144495,5.489213,5.380145,5.185948,4.873275,4.999867
Defa-ps13,4.660154,5.215387,4.619654,4.64857,4.172922,4.875228
Defa-ps14,4.772111,5.597653,4.68975,4.934604,4.922787,4.99488
Rpl19-ps11,15.43851,15.64266,15.28192,15.16209,15.20133,15.41358
Defb7,5.407579,5.403429,5.694175,5.502648,5.301463,5.218784
Gm16425,4.614706,4.433561,4.383836,4.591133,4.674522,4.749621
Gm15359,6.524953,6.392214,6.50257,6.551268,6.404402,6.52779
LOC101056094,12.21703,12.09012,12.27471,12.15784,12.07388,12.10684
4930467E23Rik,6.144917,5.615797,5.843441,6.401249,6.361469,6.215872
Gm26853,9.673701,9.273952,9.414617,9.253015,9.24239,8.981409
Gm26804,7.42145,7.11898,7.187741,7.070601,6.92961,6.816591
Gm21119,6.165641,5.626263,5.868637,6.451891,6.446599,6.343477
Gm20946,6.311445,5.800517,5.528557,6.498905,6.448812,6.2048
Gm21944,5.421904,5.05983,4.886257,4.453211,5.153479,4.777538
Defb33,6.601522,6.316688,6.400202,6.555908,6.491302,6.482743
Defa21,5.528524,5.846736,5.209415,5.586846,5.421366,5.382491
Defa23,4.486997,5.03151,4.756464,5.023642,5.076825,4.888589
Gm10104,5.043718,4.792951,4.403538,4.594521,4.833943,4.69163
Defa-ps3,4.179363,4.288262,4.470824,4.296828,4.545417,4.334952
Defa25,4.535467,5.009596,4.76291,5.012504,4.607545,4.70584
Gm6689,13.94496,13.9035,13.80071,14.06254,14.15626,14.11233
Gm2869,5.796858,5.168413,5.412408,5.737819,5.950109,5.618898
Defa-ps4,5.775124,5.811666,5.875045,6.094408,5.849844,5.737742
Gm15284,4.700952,4.390783,4.349049,4.425196,4.384897,4.646335
Defa22,5.672873,5.88239,5.317814,5.630219,5.473278,5.444409
Defa-rs7,4.486997,5.03151,4.756464,5.023642,5.076825,4.888589
Gm15293,5.231523,4.973794,4.924267,5.088861,5.164788,5.102514
Defa-ps5,5.390485,5.25326,5.382182,5.018305,5.358566,5.269603
Defa-ps6,4.254679,4.311845,4.824749,4.497525,4.320371,4.371652
Gm15303,4.988399,4.921492,4.821197,5.063699,4.819414,5.035918
Gm15292,5.863953,5.902001,5.940374,6.16732,6.205987,5.927049
Defa-ps8,4.277212,4.843646,4.267253,4.482032,4.494095,4.480979
Defa3,5.819423,5.553331,5.314931,5.233423,5.410571,4.85925
Defa5,5.136354,5.21595,4.709513,5.347279,5.08774,5.133526
Gm15300,5.41966,5.060554,5.103264,5.043619,5.228254,4.709081
Gm15299,5.640762,5.952904,5.758418,5.72792,5.567039,5.869553
Gm15302,5.019211,4.575624,4.539796,4.576629,4.875377,4.837503
Defa-ps16,4.910364,4.820366,5.238706,5.391818,5.516657,4.563663
Defa2,5.618268,5.889422,5.517148,5.726838,5.785237,5.865023
Gm21002,5.484382,5.739003,5.337946,5.487692,5.553106,5.438793
Gm15305,4.618275,4.375107,4.54686,4.628205,4.448895,4.329629
Defa-ps18,5.644877,5.73117,5.654758,5.686285,5.212576,5.44675
Gm15309,13.15914,13.126,13.03207,13.70376,13.51866,13.72347
Gm15304,4.232335,4.13155,4.348754,4.567428,5.122696,4.484707
Defa-ps17,6.184092,5.906715,6.088777,6.414539,6.513637,5.861604
Defa20,5.649993,6.023167,5.507836,5.677838,5.77946,5.891833
Gm15308,5.729978,5.946596,5.629426,5.747567,5.744291,5.877477
Gm15311,4.638072,4.556903,4.713418,4.704604,4.605614,4.503215
Gm6696,4.37472,4.742338,5.111236,4.596166,4.366562,4.308074
Gm15312,12.7236,12.76848,12.69619,13.37708,13.21373,13.42813
Gm15314,4.857862,5.029169,4.963869,5.108696,5.155136,4.950112
Defa26,5.774584,5.310445,5.494696,5.75422,5.60387,5.523056
Gm15313,4.167161,4.729049,4.160795,4.300474,4.379498,4.370929
Defa17,5.061111,4.752129,4.983545,5.046578,5.102,4.282252
Gm15315,4.695018,4.878207,4.923538,4.795283,4.564763,4.899859
Defa-ps9,4.244832,4.422278,4.131628,4.087122,4.63222,4.493809
Defa-ps1,4.538403,4.570101,4.789863,4.547809,4.519277,4.215615
Gm7869,4.39626,3.825233,4.680948,4.745228,4.450709,4.323806
Defa-ps10,5.64393,6.135663,5.182909,5.755661,5.606905,5.823359
Defa24,5.814352,5.410692,5.464912,5.210199,5.435338,5.467291
Defa-ps11,4.296552,4.343806,4.553147,4.360693,4.758792,4.153428
Defb1,5.230584,5.340434,5.126012,5.355949,5.519639,5.006697
Defb50,4.361714,4.21759,5.045612,4.483737,4.654521,4.333241
Defb2,5.308805,5.239551,5.637602,5.415427,5.484038,5.555656
Defb10,5.385123,5.588875,5.406693,5.288125,5.358552,5.751669
Defb35,4.655283,5.218628,4.268032,5.412603,5.376746,4.565682
Defb13,4.010065,4.562112,4.480528,4.420023,4.256202,4.483584
C86695,5.070504,4.919915,4.659459,4.705114,4.89576,4.780107
Ccdc70,4.39291,4.543087,4.837123,4.641474,4.664654,4.875119
Alg11,8.861127,8.959707,9.038711,8.893438,8.760445,8.763479
Vps36,10.83282,10.54024,10.72627,10.81446,10.83243,10.77762
Thsd1,6.479296,6.310404,6.188616,6.342257,5.965865,6.095339
Tpte,4.633844,4.667948,4.48692,4.55625,4.476231,4.478768
1810012K16Rik,5.45576,5.336079,5.315943,5.527182,5.728539,5.658441
Mrps31,8.492026,8.372064,8.026925,8.367729,8.393777,8.255859
Slc20a2,11.54229,11.22832,11.28918,11.84445,11.90947,11.65068
Gm17491,8.112621,7.760027,7.580353,7.640885,7.847527,7.633493
Dkk4,3.768533,3.879603,3.646354,3.6241,3.656855,3.864465
Gm26909,5.000274,5.250767,5.345089,5.021735,4.957388,4.971926
Gm15346,5.521904,5.896059,5.60985,5.551053,5.645897,5.769086
Plat,8.88384,8.842188,8.930772,8.634825,8.649041,8.59735
1700041G16Rik,4.519889,4.828413,4.804165,4.244354,4.707037,4.556238
Kat6a,10.3684,10.39825,10.56894,9.921678,9.907228,10.21303
Ank1,7.436402,6.959432,7.141719,7.53922,7.705697,7.502059
Gm15815,4.940976,5.296744,4.688425,5.02346,5.021562,5.314208
Mir486,5.307848,5.851616,5.563673,5.85339,6.031322,5.883406
Nkx6-3,4.423269,4.670623,4.740039,4.611832,4.77083,4.743049
Sfrp1,10.46106,10.50346,10.61174,10.44266,10.08917,9.977698
Zmat4,4.467613,4.355958,4.417881,4.275621,4.277903,4.252486
A730045E13Rik,4.32045,4.181105,4.061271,4.127662,3.860789,4.249725
Gm26714,4.471049,5.06518,4.841918,5.008901,4.691803,4.458882
Gm26208,5.784575,6.134244,6.475477,5.30719,5.91938,6.013335
Gm23898,3.758366,4.809721,4.588341,3.776707,4.055301,4.257058
Tm2d2,8.964539,8.659419,8.928967,9.027486,9.031837,8.933422
Gm16933,5.712248,5.461735,5.727666,5.458448,5.563059,5.530929
Gm10689,18.69098,18.68754,18.68542,18.6076,18.69278,18.68892
Fgfr1,10.66383,10.32386,10.55031,10.70425,10.67663,10.64503
D830025C05Rik,5.099643,5.45585,5.038833,5.16832,5.17178,4.675024
Whsc1l1,9.062687,8.946444,9.100416,8.763748,8.656421,8.666234
Gm24992,5.44086,4.737839,4.745386,4.687271,4.845909,5.026427
Gm23094,5.637515,5.100156,5.765408,5.426514,5.150726,5.502119
Ppapdc1b,7.58305,7.536908,7.561499,7.489153,7.471193,7.473835
Gm17484,6.2077,6.245399,6.327486,6.255117,6.175585,6.02605
Lsm1,6.294779,6.442704,6.272059,6.422025,6.415877,6.272771
Star,4.274662,4.467047,4.481064,4.327387,4.33817,4.246018
Kcnu1,4.80254,4.943869,4.841579,4.881575,4.779582,4.888117
1700047A11Rik,4.375738,5.024366,4.495159,4.447024,4.670466,4.408899
Rnf170,8.878082,8.781797,8.523067,8.846249,9.066587,8.868439
Thap1,5.453187,5.861953,5.790124,5.86128,5.822232,5.830597
Zfp703,7.951361,7.876682,8.222969,8.381384,8.597708,8.410283
Erlin2,8.404272,8.677063,8.421382,8.251511,8.243628,8.455745
Prosc,9.442481,9.631477,9.533641,9.745075,9.580791,9.522308
Gpr124,7.301676,7.643962,7.466265,6.886639,6.920234,7.212307
4933416M07Rik,5.950766,5.859686,5.848969,5.71572,6.002767,6.03371
LOC101055849,3.657037,4.273699,3.440433,3.510951,3.623865,3.576413
Eif4ebp1,10.09423,10.25099,10.53193,10.3931,10.21586,10.27171
Gm9731,4.822522,4.75067,4.550725,4.477998,4.717639,4.784145
Tex24,5.076018,4.839008,4.296777,4.930376,4.871962,4.555823
Chrnb3,4.116908,4.288267,4.038694,3.876233,4.069215,3.884305
Poteg,4.014819,4.314283,4.286397,4.156672,4.048457,4.17042
Gm1698,4.203827,4.251444,4.145237,4.101439,4.218236,4.471119
Gm8100,11.21891,11.08261,11.21336,11.78517,11.48038,11.42039
Gm26795,4.591847,4.618403,4.526712,4.758335,4.642303,4.679902
4933433F19Rik,4.504113,4.341657,4.424266,4.563777,4.474606,4.157436
Dusp26,5.314853,5.136171,5.221368,5.343714,5.632037,5.485166
Rnf122,8.235829,8.187754,8.932223,8.67794,9.04976,8.541373
Tti2,7.631474,7.47022,7.599941,7.652882,7.601294,7.695964
Fut10,6.871944,6.487734,6.34256,6.850638,6.755103,6.740513
7420700N18Rik,4.484839,4.43811,4.194726,4.340969,4.728857,4.423379
Gm8179,4.934065,5.69817,5.259074,5.044919,5.462588,5.444222
Gm22140,5.528064,5.81084,5.654508,5.439076,5.19164,5.266487
Purg,8.212705,7.430333,8.007148,7.83074,7.685853,7.761242
5930422O12Rik,5.639894,5.311291,5.145696,5.0877,5.155586,5.206171
Hmgb1-rs17,5.800452,6.133916,5.944213,5.783911,6.330305,5.607064
Tex15,4.126996,4.410142,4.072524,4.031814,4.094989,4.250345
