Gene symbol,untreated,untreated,untreated,prednisolone-treated,prednisolone-treated,prednisolone-treated
Baat,4.365578,4.108459,4.603125,4.409456,4.54598,4.612757
Mrpl50,10.6886,10.33794,10.51157,11.04086,10.788,10.76585
Aldob,5.022111,4.845977,4.829872,5.169303,4.836912,5.12703
Tmem246,7.224345,6.957999,6.639091,7.047982,6.956256,7.051863
Grin3a,4.373792,4.226518,4.226297,4.382316,4.365039,4.261943
Ppp3r2,3.817035,3.63239,3.715769,3.634171,3.516444,3.700756
Gm12459,6.644724,6.202536,6.754428,6.809104,6.924439,6.73666
Gm12458,9.269766,9.273772,9.308598,9.228696,9.236395,9.629685
Amd-ps4,12.21886,11.4919,12.8758,12.67435,12.49918,12.1406
Gm22042,17.49497,17.5845,18.04477,16.46677,17.27646,17.29152
C630028M04Rik,4.543666,4.491292,4.583885,4.574769,4.136897,4.61692
Gm12465,4.204556,5.232809,5.381855,4.288026,4.834808,4.661411
Gm12475,4.714677,5.41329,5.344408,5.130212,5.301746,5.021735
Smc2os,3.876613,3.816118,3.944111,3.933709,3.730174,3.849253
Gm12483,4.084328,4.62845,4.323792,4.347554,4.159084,4.358019
Vma21-ps,10.46595,10.52763,10.07556,10.3579,10.36969,10.50725
Olfr273,4.252871,4.594758,4.178987,4.226607,4.167765,4.629795
Olfr272,4.295981,4.35915,4.359696,4.130415,4.160427,4.013809
Olfr271-ps1,4.552687,4.593764,4.704293,4.267657,4.353503,4.712429
Abca1,11.6927,11.57584,11.7673,11.82744,11.39894,11.29747
4930412L05Rik,4.599099,4.588833,4.579859,4.667707,4.470109,4.683437
AI427809,5.298625,5.366334,5.207317,5.683762,5.29298,5.231939
Gm12496,4.776039,4.705356,4.66356,4.726763,5.019088,4.547432
1700060J05Rik,4.157366,3.942915,4.330472,4.386896,3.714195,3.931855
Gm25445,3.900251,4.234614,4.149106,4.042428,4.132483,4.140943
Rps15a-ps8,5.590844,5.497406,5.665238,5.335584,5.770131,5.508634
Gm12484,9.828244,9.61032,10.02176,9.993568,10.00431,9.900984
Gm12469,13.92599,13.92715,13.82247,13.55253,13.8537,13.76152
Gm12477,3.805783,3.821875,3.839733,3.984243,3.758721,3.675887
Gm12514,4.551508,4.189161,4.285478,4.540982,4.652825,4.488483
Gm12512,4.851666,4.782303,4.573367,4.447693,5.0148,4.566702
Gm25419,9.513446,9.403786,9.66187,9.314339,9.706183,9.907379
Gm12516,7.067448,7.143785,7.134551,6.96967,7.059966,7.343136
Gm12513,10.05588,10.00188,9.685589,9.728588,9.886245,9.958378
Gm12505,4.857804,4.731062,4.606144,4.505216,4.814802,4.363833
Gm12510,3.422085,3.491193,3.692565,3.084057,4.362342,3.772603
Gm22150,6.589109,6.478855,7.17875,6.538467,6.891485,6.209727
Klf4,9.840393,8.540455,8.852459,8.274842,8.129849,7.954077
Gm12519,4.885896,4.83635,4.772289,4.676019,4.679076,4.81577
2310081O03Rik,3.664529,4.315083,3.899631,4.088139,3.82254,3.818672
Gm26144,4.98176,5.049087,5.240219,4.479238,4.718513,4.883239
Actl7b,3.03043,3.031169,3.137031,3.079367,2.943677,2.914468
Ikbkap,8.367634,8.313775,8.453884,8.533454,8.513806,8.555965
Gm22952,4.849168,4.822369,4.919826,4.623543,4.719423,4.328465
Ctnnal1,6.569025,6.538777,6.543704,6.53565,6.6164,6.586385
Tmem245,9.25064,8.843058,8.921117,9.393732,9.139424,9.052561
Mir32,5.752193,5.740648,5.501358,5.023237,4.41557,4.91605
Frrs1l,4.042137,4.323091,4.042493,4.212001,4.315295,4.324051
Epb4.1l4b,5.862295,5.820418,6.106293,6.150824,6.119998,5.926158
Ptpn3,7.718511,7.511914,7.931793,8.119505,8.052032,7.821274
1700042G15Rik,4.355772,4.352336,4.320641,4.357757,4.710678,4.290309
Gm12537,19.91737,19.9131,19.91182,19.91851,19.91917,19.91448
Gm12538,5.332948,5.409807,5.253455,5.501905,5.601472,5.126129
Gm12539,4.870136,4.6507,4.526207,4.81193,4.707258,4.649088
Gm12526,5.161237,5.172003,5.146665,5.089564,5.302191,5.195884
Gm26138,14.83933,15.00044,15.21806,14.14232,14.63462,14.79997
D630039A03Rik,5.221227,5.328397,5.342522,5.325813,5.345367,5.400413
Txn1,12.99751,13.30982,13.02658,12.70542,12.64273,12.84064
Txndc8,5.148102,4.906758,5.183775,5.087184,4.970265,5.143155
Svep1,10.10166,10.04392,10.60945,9.654203,9.567699,9.744573
Lpar1,7.544537,7.21068,7.32753,6.981529,7.130324,7.194468
Mir3095,7.527089,6.883377,7.517744,6.912987,7.422658,7.10691
Gm12577,9.669374,9.248466,9.042427,9.073737,9.312235,8.485496
Gm12580,4.943117,5.114793,5.000027,4.47299,4.880428,4.914442
Olfr267,4.410593,5.049769,4.70491,4.802558,4.68328,5.000937
AI314180,12.71065,12.15167,12.52635,12.8541,12.94155,12.74049
Ptgr1,6.661725,7.082508,6.651105,6.407431,6.696233,6.634303
AI481877,4.384358,4.542819,4.399564,4.306914,4.399565,4.349514
Gm12594,4.741665,5.070067,5.257334,4.635693,4.744536,4.582486
Rpsa-ps11,7.746721,7.916258,7.500172,8.244476,8.612928,8.173543
Susd1,6.002714,6.047239,6.136759,5.719427,5.596478,5.821425
Gm12527,6.228693,5.832078,5.862854,5.716111,5.917504,5.938814
Ptbp3,11.47062,12.01395,11.94944,10.86868,10.61429,11.13769
Inip,6.414064,6.64006,6.994581,6.414987,6.26253,6.451397
Gm12542,8.186095,8.115789,8.184759,8.060604,8.370697,8.164234
Slc46a2,4.242181,4.245054,4.345663,4.213272,4.270335,4.506643
Mup4,7.3683,5.83892,6.728745,8.153469,7.375634,7.500449
Mup1,17.34778,15.48128,16.93039,18.07255,17.15283,17.41209
Mup5,7.342216,5.977277,6.805957,8.159073,7.287073,7.507264
Gm12574,5.329523,5.243628,5.152911,5.306582,5.306259,5.384456
Mup-ps17,17.45339,15.87902,17.10576,18.15384,17.21693,17.62907
Mup-ps18,8.551123,7.110167,8.090807,9.494407,8.801701,8.70369
Mup-ps19,8.851962,7.48506,8.323941,9.360251,8.760948,8.580669
Mup-ps20,6.070978,5.271658,5.590762,5.609841,5.792235,6.016103
Mup-ps21,6.303145,4.646987,5.849646,6.212562,6.852128,6.693064
Mup20,8.450005,6.910187,7.836258,9.548508,8.819098,8.739336
Zfp37,5.894701,5.554487,5.609358,5.774245,5.629231,5.680249
Fkbp15,8.365877,8.650831,8.581434,8.352119,8.194672,8.413145
Cdc26,8.51699,8.42396,8.280931,8.230998,8.20391,8.183756
Rnf183,5.482947,5.747134,5.991975,5.760023,5.330049,5.392322
Wdr31,5.293303,5.164928,5.129682,5.142849,5.307576,5.325983
Hdhd3,4.654136,4.509559,3.943482,4.680304,4.753017,4.622797
Alad,7.929067,7.68578,7.711857,8.019888,7.868613,8.001142
Pole3,7.82827,8.080116,8.090431,8.003969,8.007442,8.0959
Gm11209,4.579062,5.095142,5.137651,4.561447,4.91272,4.542628
Gm11211,4.888058,5.331376,5.106618,4.954734,5.325857,5.268178
Ambp,4.429232,4.549438,4.484839,4.448711,4.62862,4.541391
Kif12,4.865196,4.780225,4.84394,4.735335,4.760256,4.740938
Akna,6.841003,7.199372,7.003544,6.546682,6.658067,6.683225
Whrn,5.366157,5.442362,5.276964,5.276126,5.388169,5.377733
Gm24448,9.004922,8.640079,9.076454,8.954587,9.250259,9.220247
Gm11213,5.612698,5.763614,5.808394,5.96107,6.101601,5.701582
1700018C11Rik,3.920714,3.956507,3.958508,3.979958,3.989079,3.888655
Gm24234,3.841548,4.271933,4.334259,4.325249,4.402877,4.195715
Gm11214,8.296182,8.227038,8.19068,8.779308,9.191579,8.520844
Tnfsf15,4.764768,4.836783,5.060224,4.836102,5.213619,5.010362
Tnfsf8,4.736946,5.110954,5.276927,5.328201,5.02587,5.267878
Rpl17-ps4,18.27876,18.06516,17.97244,17.77739,17.91584,17.96609
Tnc,11.20844,13.03338,11.71624,9.881308,10.40893,11.16027
Gm11217,3.69971,3.638013,3.757884,3.798606,3.69971,3.420969
Gm11218,4.003827,4.215042,3.977328,4.110528,4.149276,4.14112
Astn2,5.585814,5.52647,5.654656,5.677765,5.75091,5.754398
Gm11220,4.711193,4.663066,5.076841,4.393036,4.582875,4.397492
Hmgb1-rs18,6.021379,6.284068,5.664236,6.184783,6.816298,7.111063
Tcp1-ps1,5.76114,5.479438,5.269358,5.076644,5.215031,5.515823
Gm12911,5.185864,4.95793,5.140577,4.703214,5.406191,4.916645
Brinp1,4.144784,4.108953,4.044285,4.147856,4.094479,4.076703
Gm11404,4.950178,5.09234,4.720005,4.935788,5.038049,5.049299
Gm11223,9.421117,9.91231,9.183768,8.563543,8.847358,9.983665
Gm11224,6.434821,6.342814,6.617432,6.803451,6.790742,7.094273
Cdk5rap2,7.717368,7.758036,7.588943,7.630316,7.537429,7.73269
Gm26320,4.159742,4.087722,3.962577,4.072614,4.094618,3.544714
Megf9,7.723931,7.653604,7.623174,7.754646,7.658636,7.813123
Gm11228,4.543591,4.069575,4.25786,4.686458,4.360495,4.613109
Rps18-ps1,14.90033,14.76214,14.65776,14.415,14.71699,14.98788
Gm11232,4.60638,4.854993,4.435651,4.550504,4.579397,4.83321
Tle1,6.992402,7.22711,7.807224,7.413154,7.271709,7.265907
Aldoart1,7.234548,6.788911,7.090898,7.875243,8.13214,7.846519
Gm25653,5.259893,5.279528,5.302222,5.499401,4.834204,5.584563
Gm11487,4.331213,4.272885,4.239048,4.557131,4.410962,4.521076
Gm11486,5.102239,5.293518,5.250918,5.084224,5.297183,4.970046
Gm11485,4.578466,4.728232,4.383131,4.219988,4.657669,4.277961
Gm11488,11.18683,10.72182,10.70885,11.34153,11.28971,11.29369
Gm24170,4.031509,4.883143,3.561613,3.863577,3.904914,4.613263
Rasef,4.417326,4.381125,4.41929,4.380992,4.265407,4.3366
Gm11758,5.324032,5.257913,5.511024,5.621287,5.556948,5.48455
Gm11757,5.321911,5.238509,5.497677,5.585454,5.548171,5.450499
Gm11756,5.397169,5.470974,5.562194,5.890298,5.576358,5.817343
2310002L09Rik,9.140593,8.88947,8.946032,9.967965,10.29349,10.18495
A230083N12Rik,4.890033,4.900356,4.707256,4.901786,5.000378,4.951128
Gm11258,5.063818,5.453897,5.012539,5.449293,5.730862,5.311477
Gm11253,6.485442,6.647995,6.728341,6.4866,6.55742,6.61992
Tmem261,12.23178,12.02296,11.45455,12.05115,12.07603,12.07806
Gm22864,12.77584,12.53871,12.56385,12.71938,12.7135,12.70421
Gm11241,4.721396,4.479635,5.024209,5.300746,5.340024,5.195055
Ptprd,7.241565,6.965414,7.08327,7.208143,7.076742,7.169155
Gm11244,4.908891,4.799366,4.496541,4.639172,4.980981,4.376256
Gm23159,11.78208,11.58886,11.70244,11.68807,11.8468,11.85323
Gm11261,9.882262,10.10601,10.20134,10.02989,9.894277,9.807796
Gm12913,9.067453,9.297215,9.510739,9.523577,9.664983,9.464131
Gm25836,3.375082,3.996032,3.967414,3.506626,3.656534,3.605751
Gm11408,10.50508,10.05806,10.20943,10.38791,10.56342,10.71689
Gm11247,10.81466,10.94713,11.07031,11.21373,10.9236,10.81598
Mpdz,9.58679,9.260024,9.463457,9.484455,9.499198,9.400283
Gm25803,6.39694,6.310696,6.187891,6.244416,6.105563,6.24071
Gm11765,5.391358,6.104773,5.333397,5.614894,5.816185,5.569538
Gm12914,4.365628,4.710576,4.310985,4.590961,4.14217,4.251304
Gm11264,4.277919,4.456212,4.438398,4.198328,4.612929,4.335604
Gm22402,5.509821,5.871346,5.6685,6.04195,5.695736,5.713854
Nfib,10.78199,10.11617,10.21452,10.53488,10.65812,10.56027
2310067E19Rik,9.222112,8.323159,8.388735,9.202502,9.307894,9.425171
Gm11267,4.357629,4.352011,4.455603,4.437878,4.187395,4.464317
Zdhhc21,8.587325,8.607366,8.635981,8.359929,8.318609,8.593699
Cer1,3.300601,3.540668,3.504001,3.885027,3.718906,4.106987
Frem1,6.28908,5.756377,5.745311,6.11279,6.222795,6.049781
Ttc39b,8.266525,8.089939,8.217594,7.661557,7.728767,7.75083
Gm23412,13.83186,14.05421,13.6888,12.59183,13.57517,13.56402
Gm11413,4.654118,4.587479,4.916408,4.401451,4.697886,4.610999
Psip1,9.254821,9.261423,9.118378,9.000572,9.015595,9.185532
Gm11414,5.140763,5.270069,5.188366,5.164168,5.204371,5.307466
Gm10154,17.68002,17.67257,17.35715,17.09591,17.28407,17.52215
Gm25899,11.37225,11.36798,11.37665,11.37339,11.39411,11.4138
Gm11415,3.46775,3.87555,4.100462,3.855539,3.720842,3.778648
6030471H07Rik,4.798396,5.224431,4.841821,4.709671,4.892968,4.858981
Gm12414,5.010527,4.868477,4.87014,4.390686,5.170446,4.705436
Bnc2,8.439138,8.194176,8.347431,8.328454,8.303405,8.320897
Gm12421,7.231004,7.157435,7.371525,7.279712,7.169692,7.453406
Gm12419,15.36948,15.34671,15.19327,15.92989,16.24564,15.62764
Gm12413,4.929431,5.491957,5.233657,5.426422,5.591686,5.25789
Gm25811,5.541505,5.991036,5.61058,5.394989,5.289195,5.914269
Gm12550,4.266875,4.913915,4.308228,4.336235,4.199864,4.513841
Fam154a,4.675951,4.843959,4.695443,4.59357,4.835447,4.696795
Haus6,7.825249,8.195642,8.100975,7.710233,7.673543,8.038617
Scarna8,4.752344,4.865895,5.343157,4.772459,4.267251,4.071143
Gm12551,8.495289,9.223384,9.265066,9.20691,8.783794,8.950139
Plin2,12.82942,13.83385,13.46502,12.95053,12.39154,12.83925
Gm12630,7.815938,7.807164,7.734341,7.817541,7.89695,8.132477
Rps6,10.78448,10.78719,10.76198,10.50551,10.46286,10.76909
Slc24a2,4.413679,4.355389,4.53589,4.46963,4.588428,4.445355
Mllt3,8.734809,8.585684,8.446847,8.675697,8.845882,8.853753
Ptplad2,9.442659,9.360396,9.275379,8.979798,8.807895,9.46943
Ifnb1,5.022777,4.831186,4.62592,4.981283,5.453261,5.102931
Ifna9,5.367108,4.703048,4.937226,4.745929,4.94817,5.097951
Ifna14,4.775861,4.655238,4.821883,4.865502,4.973239,4.664986
Ifna-ps1,4.077855,3.807195,4.937165,4.136713,4.322639,4.347854
Mrpl48-ps,9.09161,9.286186,9.198814,9.572635,9.513618,9.363425
Ifna12,4.74617,4.397394,4.181592,4.360045,4.169271,4.202451
Gm12601,4.629603,4.452916,4.642203,4.166783,4.257966,4.365836
C87499,3.731443,3.959213,4.016745,3.536251,3.456221,3.626693
Ifna13,4.063634,5.095222,4.789299,4.753322,5.013599,4.921714
Gm13281,4.601765,4.269116,4.541348,4.29435,4.424033,4.349382
Ifna16,5.276477,5.215751,5.297719,5.415711,5.391174,5.101117
Ifna2,4.890433,5.002872,5.04916,4.775785,4.618762,4.927013
Ifnab,4.466628,4.526004,4.044883,3.663179,4.351789,4.052782
Gm13273,4.296358,4.010611,4.2467,4.030244,4.240274,4.410136
Gm13282,4.299661,4.61516,4.234444,4.496012,4.727444,4.528831
Klhl9,8.801939,8.918403,8.979862,8.597399,8.664973,8.964989
Gm13274,5.01515,4.637021,4.534988,4.731839,4.56186,4.92558
Gm16686,6.315781,6.484957,6.632225,6.463454,6.434466,6.804162
Gm10583,6.241479,6.533556,6.486024,6.253866,6.417185,6.566227
Gm10582,5.585177,6.21648,5.985017,5.807144,5.821775,5.977805
Gm10581,6.706712,6.316145,6.340191,6.473343,6.69069,6.492518
Gm10580,5.332663,6.038735,5.907917,6.014433,6.06163,6.092178
Gm26525,4.852353,5.335503,4.919889,4.971079,5.061481,4.961756
Gm26867,5.861887,6.18151,6.01642,6.151437,6.047395,5.99122
4930553M12Rik,5.077,4.57093,4.891736,5.127358,4.685884,4.807272
Ifne,3.56395,3.527697,3.808117,3.346021,3.509308,3.251274
Mir31,5.479529,5.442209,6.282478,6.531489,6.429716,6.701759
Gm12602,3.897193,4.338552,4.262177,4.230493,4.112017,4.058258
Gm12607,4.821177,4.983383,5.12452,4.648745,5.572995,4.853791
Gm26490,6.507543,6.407631,6.425493,6.169275,6.412724,6.814745
Gm12606,5.107668,5.172374,5.057649,4.827586,4.887463,5.127541
Cdkn2a,4.92777,5.384848,5.151611,5.217676,5.132553,5.337844
Cdkn2b,4.888516,4.953128,5.044458,5.059367,5.269398,5.369781
Gm12608,4.568147,4.426224,4.626369,3.949485,3.882638,4.231976
Gm12633,3.530461,3.653718,3.689791,3.494516,3.801259,3.556308
Gm12636,4.280666,4.702269,4.604844,4.435918,4.63769,4.292123
Gm25244,5.111617,4.749801,5.032497,5.101181,4.952559,5.555423
Elavl2,4.646088,4.618618,4.744294,4.629043,4.63438,4.758954
Gm12669,12.28643,12.21582,11.82998,12.60091,12.35427,12.14027
Gm12671,19.91709,19.91282,19.91153,19.91851,19.91917,19.91448
4930577H14Rik,4.372364,4.903264,4.524121,4.977128,4.801644,4.408975
Izumo3,4.356219,4.40113,4.218698,4.413387,4.42738,4.50099
Gm12666,9.887155,9.635458,9.443751,9.727386,9.77442,9.78239
Gm12638,4.61507,4.521497,3.983527,4.03267,4.415531,4.412415
Gm22605,4.817137,3.973519,4.335029,3.589591,3.78214,3.570761
Gm12639,3.794297,4.031335,4.448298,3.555898,3.749156,4.122566
Gm12642,5.513143,5.556764,5.604523,6.251658,5.713797,6.03405
Tusc1,5.002179,5.183179,5.304027,5.211625,4.944072,5.243707
Gm12649,4.424803,4.528741,4.187131,4.639085,4.181294,4.668456
Gm23443,6.546202,6.156919,7.139667,7.036459,6.769876,6.903708
Gm22619,7.231991,7.530936,7.359338,7.199536,7.191234,7.136432
Gm12651,10.73783,10.96917,10.70474,10.77124,10.81838,10.60104
Gm12648,4.404893,4.189247,4.427534,4.200188,4.488176,4.284429
Gm26410,5.365137,5.144863,5.179879,5.24546,5.382182,5.624094
Gm12655,6.266093,6.350994,6.0722,6.233403,6.23644,6.160295
Caap1,7.885153,7.797243,7.658915,7.702569,7.689658,7.784189
Plaa,10.36691,10.34969,10.29841,10.32086,10.19429,10.26601
Lrrc19,4.424148,4.569571,4.716805,4.620255,4.801009,4.393535
Eqtn,6.201152,5.912213,5.858417,6.334545,6.338827,6.234411
Mysm1,8.637346,8.27118,8.521908,8.675842,8.621407,8.51999
Gm12703,4.346364,4.633647,4.729764,4.788548,4.408305,4.222196
Gm12704,14.38715,14.42645,14.38606,14.30792,14.56048,14.53887
Jun,8.961877,10.25333,10.31381,9.734442,9.138541,9.32479
4930551L18Rik,4.82599,5.415152,4.861327,4.901796,4.932618,4.943787
Gm830,6.544707,6.256049,6.238705,5.909075,6.217408,7.082884
Gm20651,4.376744,4.77622,4.212096,4.482239,4.647613,4.604067
9530080O11Rik,4.667051,4.632796,4.89831,5.024102,4.90078,4.748741
Cyp2j13,4.60153,4.598941,4.562232,4.663525,4.606389,4.704404
Hspe1-ps6,6.382387,6.300896,6.510618,6.164367,6.45917,6.452128
Cyp2j12,4.487375,4.4451,4.608226,4.657513,4.82738,4.528278
Gm12674,4.58921,4.789095,4.831725,5.066927,4.732823,4.480546
Gm12673,4.828396,4.750415,5.34467,4.893752,4.786573,4.533943
Gm12675,5.392738,4.983422,4.931098,5.597075,4.985692,5.105772
Cyp2j7-ps,4.541539,4.536195,4.304171,4.410919,4.423789,4.280188
Gm12658,4.433644,4.692274,4.592087,4.272305,4.128871,4.863319
Cyp2j11,4.057694,4.08211,4.292011,3.980779,4.014217,4.160276
Gm12659,4.512154,4.838243,4.32098,4.587552,4.4118,4.611146
Cyp2j8,4.889296,4.838963,4.37477,4.545818,4.687002,4.736133
Cyp2j6,7.897454,7.230228,7.168149,7.994373,7.665405,7.608056
Cyp2j9,6.447641,5.612153,6.068711,6.814286,6.539408,6.546251
Cyp2j5,4.737477,4.64728,4.745088,4.662327,4.603105,4.615227
Gm12695,5.663035,5.091272,5.308359,5.591997,5.336694,5.500491
Gm10192,4.15202,4.724577,4.744836,4.906894,4.725932,4.805013
Gm12696,8.902837,9.604239,9.614551,9.408541,9.397298,9.569923
Gm12697,4.785719,4.526195,4.409678,4.874348,4.921697,4.945201
E130114P18Rik,5.247509,5.263586,5.161567,5.31389,5.081685,5.227586
Gm12676,4.418578,4.210625,4.44542,4.340415,4.376187,4.544565
Gm12691,4.589545,5.314881,4.533163,4.734235,5.164784,5.294898
Gm12692,5.974863,6.426361,6.461564,6.224849,6.171067,6.042205
Gm12787,6.891374,6.783057,6.539843,6.990513,7.167073,7.175039
Tm2d1,8.596386,8.387289,8.423062,8.320105,8.361912,8.292275
Gm25997,12.26752,12.55057,12.22004,11.9234,11.97522,11.86586
Gm24960,6.247156,6.037342,6.08199,5.340326,6.024518,5.73963
Gm22625,19.67671,19.66884,19.67115,19.6726,19.67492,19.67381
Kank4,5.103959,5.046792,5.111538,5.057024,5.092859,5.058507
I0C0044D17Rik,3.929161,4.223277,4.094365,4.034273,3.986629,3.935983
Dock7,10.30192,10.01175,9.739963,9.85569,9.784835,10.02093
Gm12852,7.426449,7.336174,7.234188,7.721875,8.085715,7.887434
Gm12681,3.825609,4.04959,3.798088,3.763163,3.784873,4.00681
Gm12685,6.846592,6.458405,6.234235,6.541846,6.84226,6.57228
Gm12684,5.555548,5.402086,5.5704,5.232187,5.738582,5.625333
Gm12683,5.229307,5.367558,5.33161,4.880251,4.986346,4.894459
Gm12687,4.163362,4.599473,4.318393,4.18805,3.97198,4.159143
Gm12688,3.953096,3.798451,3.92998,4.095965,4.102345,3.775268
Gm12682,6.249463,5.551483,5.678451,6.142099,6.21844,6.108757
Itgb3bp,7.262797,7.077523,7.043383,7.114234,7.023416,7.216669
Gm12706,4.115689,4.045776,4.524913,4.031265,4.541624,4.210939
Gm12698,3.194925,3.203261,3.116549,3.221655,2.966634,3.00629
Gm12699,10.4771,10.28244,10.03376,10.19088,10.36729,10.41856
Gm10577,4.717589,4.658188,4.468996,4.398231,4.233423,4.903409
Gm10576,10.82893,10.25421,10.85349,10.69634,10.84242,10.70013
Gm22100,2.910913,3.109013,3.199363,3.116753,2.934669,3.042568
Jak1,12.81927,12.92656,13.28154,12.26483,12.44518,12.42385
Gm12785,8.590638,7.149138,8.244072,6.62807,6.918299,6.724981
Gm12796,5.456134,5.823236,5.604122,5.684372,5.668632,5.592156
Mir101a,5.425588,5.183203,5.476873,5.668733,5.296799,5.646465
Gm12795,5.192381,5.01122,5.098337,5.005721,5.183102,5.403841
B020004J07Rik,5.188437,5.061921,5.254615,5.05459,4.916669,5.095461
C130073F10Rik,3.770491,3.838852,3.99795,3.944636,3.763634,3.780583
Gm12792,5.225284,5.812922,6.009612,6.304856,6.201817,6.05232
Gm12790,6.060547,5.937012,6.09293,5.592842,5.860565,5.696713
Gm12799,6.591765,6.552193,6.417221,6.354713,6.755486,6.418999
Gm12709,3.624397,3.650855,4.04123,3.5965,3.583457,3.887265
BB031773,3.885561,3.875454,3.909581,4.287194,3.870873,3.76521
Insl5,5.63341,5.525357,4.8262,4.902613,5.02171,5.2034
Wdr78,5.314253,5.446675,5.514441,5.139793,5.234414,5.270082
Slc35d1,7.532972,7.546638,7.508313,7.650928,7.526854,7.452391
4921539E11Rik,4.694065,4.951903,4.983505,4.631164,4.682446,4.6017
Gm12720,4.267766,4.511222,4.611807,4.578573,4.505523,4.476635
Gm12716,4.852586,4.796652,4.725349,5.54905,4.848419,4.806579
Gm25877,5.267983,4.796661,5.247296,4.905371,4.765511,4.998605
Gm12719,5.699413,5.674964,5.682124,6.335159,5.761673,5.943675
C8a,3.949646,4.131144,4.153266,4.112864,4.27235,4.230855
Gm12721,6.153033,6.399291,6.550645,6.276732,6.556272,6.224058
Prkaa2,14.70562,13.92399,14.10988,14.67128,14.96837,14.72441
Gm12722,8.318631,8.002791,7.893682,8.952575,8.689885,8.489472
Gm24363,4.817939,5.005715,4.892992,4.633378,4.79547,4.394714
Gm12729,4.177693,4.75072,4.379942,4.281053,4.353671,4.277314
Gm26047,3.615666,3.510608,3.520027,3.525524,3.580647,3.477062
Gm12725,5.749095,6.159227,5.673167,5.967261,6.224581,6.221711
Pcsk9,5.404748,5.422477,5.281818,5.359943,5.263859,5.327103
Bsnd,5.014668,4.946894,5.40104,5.267477,5.407026,5.06549
Tmem61,4.43115,4.541842,4.701435,4.565146,4.522033,4.430064
2700068H02Rik,4.463687,4.630908,4.16899,4.142051,4.2628,4.140522
Gm12744,5.096203,4.773216,5.119459,5.03305,5.073099,5.197286
BC055111,4.554729,4.60991,4.723172,4.553498,4.618373,4.494669
Ttc4,8.820728,8.724717,8.506735,8.982229,9.088961,9.009943
Mroh7,4.647369,4.760434,4.819132,4.792053,4.871111,4.814444
Acot11,5.751421,5.806443,5.755201,6.090617,6.155743,5.79725
